url,site,document,documenttype,postdate,likes,dislike,comment_cnt,views,boardcategory,documentcategory
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,"폰은 갤럭시인데 버즈는 안살거고 에어팟은 비싼 반면 갤럭시랑 상성이 안좋다고 해서 다른건 뭐 있나 보고 있는 중인데 괜찮은거 없을까요?제가 찾는거는 통화품질 좋아야되고 배터리는 오래가면 좋고 음질은 그리 예민하지 않아서 너무 엉망만 아니면 됩니다.lg 톤프리, 마샬, 보스, 자브라, 소니, 젠하이저 이정도 말씀하시던데 어떤분은 소니 빼고는 쓰레기라고 하고.. 고르기가 어렵네요.",nan,2023.12.08 12:20,nan,nan,10,210,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,저는 잘들리는데 받는 상대방마다 제 목소리가 너무 작다고하네요 이번에 새로 프로2사본건데 불량인건지..,nan,2023.11.22 11:13,nan,nan,12,326,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,자세한 사항은 링크를 눌러주세요.,nan,2020.12.16 16:12,nan,nan,20,1595,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,"25만에 샀을 때 와 싸게 샀다했는데...요즘 심심치 않게 20만원에도 뜨는 그 녀석입니다.얼마 전 공간 음향 업데이트로 진정한 프로로 거듭난 그 녀석.자, 사진 갑니다.",nan,2020.11.23 21:34,nan,nan,32,638,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,,nan,2020.12.17 10:23,nan,nan,13,1471,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,구글링 1페이지 검색결과 및 연관 검색어까지 다 뒤져봤습니다.메인보드 음향관련 업데이트 다 깔아줬습니다.트위치 볼때마다 지지직 거리면서 소리가 안납니다. 몇 번째인지 모르겠네요이따구로 만들지마라 사과! 사과 좋아합니다!!!,nan,2021.01.26 22:42,nan,nan,5,532,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,에어팟 프로 c타입 나온지 얼마안된거 쿠팡 11번가 등등아무리못해도 32만원 정도인데 번개장터 당근 보면대부분 29정도고 24 25도 보이고 어떻게 저렇게 팔죠…? 너무궁금해서ㅠ 사기인가요..?아니면 뭔 에어팟 무슨 이벤트를 햇나요?,nan,2023.12.05 18:50,nan,nan,7,391,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,"이번에 폰도 애플 질려서 폴드 왔기도해서무선 이어폰도 바꾸려고하는데노캔 있고 쓸만한 제품 뭐 있을까요?가성비는 버즈 프로가 답인가 싶기도 하네요,,",nan,2023.11.24 16:36,nan,nan,4,327,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,"인케이스 가방 예전에 맥북 넣을 용도로
구매했었는데 확실히 내구성은 좋더라구요
아직도 쓰고 있습니다 ㅋㅋ
에어팟케이스랑 가방까지 전부 할인 중입니다
맥북용 슬림 슬리브가 3만원대라 저는 슬리브 정도 구매할까 생각중이네요
할인율이 높으니 털리기 전에 얼른 챙기는게 좋아보입니다 ㅎㅎ",nan,2021.06.30 11:34,nan,nan,4,3709,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,친구들이랑 하는데 블루투스로 연결하면 게임소리가 안들리고 제 마이크는 상대방한테 전달은 되는 상황인데..둘 다 가능하게 못 할까요?한쪽기능만 되는건지 ㅜㅜ 아니면... 드라이버 같은 걸 설치 안 해서 그런건지 궁금하네요.처음엔 둘다 안들렸는데 리얼텍 오디오 드라이버 설치하고 동영상이나 시스템 소리들 들리는건 됐거든요.근데 상대방 음성이랑 게임 소리만 안 들릴 뿐이었어요.ㅜ방법 아시는 분은 공유 부탁드려요~~!!,nan,2021.02.08 11:48,nan,nan,0,1491,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,"엘페이 국민등록후 결제하면 226840https://www.lotteon.com/m/product/PD764667?entryPoint=mysel&sitmNo=LO1072463038_1072463039&mall_no=1&dp_infw_cd=MLT이 딜이 퍼스트먼데이 딜이라서 7500포인트 추가로 받을수 잇으니 신청하세요https://www.lotteon.com/p/event/purchasegiftzone/eventDtl?evNo=E20210127003114&mall_no=1 국민 없으면 여기서 퍼스트먼데이쿠폰적용후 결제하면 231940원 송비까지 잇어서 아쉽지만 흔히 나오는 가격이라 괜찮네요https://www.lotteon.com/m/product/LO1009587331?sitmNo=LO1009587331_1009587332&ch_no=100195&ch_dtl_no=1000617&mall_no=1&dp_infw_cd=RSI양쪽 다 퍼스트먼데이 딜이라서 7500포인트 추가로 받을수 잇으니 꼭 신청하세요

https://www.lotteon.com/p/event/purchasegiftzone/eventDtl?evNo=E20210127003114&mall_no=1 전체적으로 퍼스트먼데이쿠폰때문에 국민 없어도 괜찮은 딜이네요21만원 이하 딜 기다리다가 추가포인트까지하면 21.9정도 되서 저도 그냥 질렀습니다",nan,2021.02.01 01:51,nan,nan,2,2222,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,"특정카드,포인트니 상품권통한 체감가 어쩌구 없이226850원입니다.제 기억엔 역대최저가인듯합니다..",nan,2021.01.27 11:00,nan,nan,19,3374,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,"얼마 전에 애플워치랑, 아이폰 에어팟 프로 충전이 동시에 되는 무선충전기를 구입했습니다.전 아이폰+애플워치가 있지만, 에어팟 프로가 없어서.. 중고로 저렴하게 살려고 검색을 했는데..애플케어 먹인 에어팟 프로 풀박스 중고가 있더라구요.. (내년 7월까지? 개꿀?!)그래서 낼름 구입했는데..오늘 도착해서 보니.. 본체와 시리얼 번호가 다르고.. 정품 케이블은 어디 도망가있고..귓밥이 가득 들어있는 유닛이 두 개가 왔더라구요..-_-거기다가 택포로 구입했는데 착불로..-_-아... 이걸 넘어갈까하다가.. 일단 연락을 해보니.. 연락두절..문자를 안 읽는 건지.. (같은 아이폰 사용자라 읽으면 바로 전날까지 읽음으로 나왔는데 이 기능 꺼버림..)연락 두절.. 그래..착불.. 내가 이해할께.. 에눌했으니..ㅠㅜ귓밥? 그래..어차피 청소할려고 했어.. 귓밥 토 나오지만..괜찮아..케이블?.. 정품 케이블 좋지만.. 그래.. 나 짭케이블 많아..근데.. 애플케어 적용된 제품을 내가 산거지.. 애플케어 박스만 산 건 아니잖아..ㅠㅜ더치트 등록 완료, 내일 사기 신고로 경찰서 갑니다..ㅠㅜ..",nan,2021.06.29 23:02,nan,nan,26,471,nan,nan
https://quasarzone.com/groupSearches?keyword=에어팟,퀘이사존,에어팟 프로 오른쪽 유닛이 고장나서 중고나라에서 하나 샀는데 유닛에 일련번호? 같은게 안적혀 있는데 짝퉁인가요?,nan,2021.01.31 15:11,nan,nan,4,1005,nan,nan
