url,site,document,documenttype,postdate,likes,dislike,comment_cnt,views,boardcategory,documentcategory
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,"매우 궁금합니다.CMK75는 포기했습니다. ㅎㅎ 귀엽고 키감좋고 이쁘고, 노브에 액정다좋은데.. 절전에서 깨어날때 2~3초 딜레이는 극복이 안되네요.이럴꺼면 그냥 블루투스 키보드를 쓰고말쥬....암튼 레이니 75 궁금합니다.딜레이 없으면 지릅니다. 바로 고고...",,2023.12.25 20:49,,,3,472,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,제품 설명에는 PR4(검은색에 빨간테두리) 기판으로 되어있는데.유투브 리뷰에는 대부분 PC흰색 보강판이더라고요. 몃몃 리뷰는 PR4로 되어있고상품 페이지를 자세히 보니 한 부분에 PC보강판/PR4보강판만 되어 있고 어떤 모델에 적용되어 있는지는안되어 있던데 혹 이게 가격 옵션에 따라 달라지는 걸까요??제가 주문한 모델은 거울로 된 모델인데 배터리는 7000mha가 아닌 3500mha라고 정확히 기재되어 있는 반면보강판에 대한 설명은 전혀 없네요.,,2023.12.29 09:27,,,2,377,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,무계추 스테인리스 버전이 있고 미러 버전이 있어 미러 버전을 구매하고 싶은데왜 이건 배터리를 절반만 넣어놨는지.-.-그냥 동일하게 하고 디자인만 다르게 하면 안되는건가.도터보드에 보니 잭 하나가 더 있는거 보니 배터리만 구매하면 추가로 2개 배터리 쓸 수 있을 것 같은데이런 부분에서 애매하네요 참..,,2023.12.25 12:29,,,5,950,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,레이니75에다가 안녕75 우주비행사 키캡 박을수있을까요?이 키캡을 버릴수가없네요ㅜ 너무이뻐요,,2023.12.19 23:16,,,9,728,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,f87pro 블랙 골드축 정방향 모델 3만6천원레이니 75 중옵 바이올렛축 11만원정도 하는거같던데요 원하는색이 현재 품절되어있는 상태긴합니다2만원짜리 저가 갈축 키보드만 써봤는데풀알루가 10만원 쓸만큼 차이가 큰가유?,,2023.12.30 13:09,,,8,1114,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,세간에 화제가 되고 있는레이니 75 한대 입양했습니다. 스테빌 상당히 좋네요 기본 키캡은 빼고 짭믹라로 바꿨어요.전체적으로 마음에 듭니다. 긴말 필요없습니다. 다들 하나 장만하세요,,2023.12.30 20:29,,,4,520,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,뭔 축종류도 다양하고... 8개가 넘어서.. 뭘 사야할지..Qoo10 발로 보면 아직 재고도 있는데 이건 인기가 없는거일까요?다 품절이라고 하는데 구입할수 있는게 있어서 저건 뭘까 궁금합니다.암튼 레이니75 저도 대세에 탑승하고싶구요..cmk75  아이스민트 v2 축이나 or 다얼유 저소음 베이지축 정도의 키감을 가진건 어떤 종류일까요?가격은 98천원???? 71달러 환율 계산하면 얼추 비슷하게 나오는데..뭐 이정도야.. 그냥 질러도 무방할거 같아요. ㄷㄷ,,2024.01.03 10:46,,,1,518,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,1월2일 0시에 추가물량 오픈한다해서 자다가 잠껼에 눈떠보니 00:03분 이더군요 아직은 널럴 하겠지 했는데 이미 품절 ㅜㅜ치즈화이트 색상에 이미 꽂혀버린 상태라 다른 색상은 눈에 들어오질 않네요  ,,2024.01.02 16:40,,,17,738,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,"1월 2일 한국시간 0시 화이트 중옵 200개딥블루 150개블루 중옵 100개은색 중옵  100개이랍니다. 딥블루 빼고는 큰문제 없이 구입가능할겁니다.큐텐에서 rainy75, 레이니 입력하면 나오는곳이 한군데라 찾기는 쉽습니다.",,2023.12.30 22:20,,,4,614,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,pc보강판 이거 두꼐가 너무 얇고 홈이 많이 파져있어서 키캡 뽑을때마다 스위치까지 무뽑되는거 은근 귀찬고 짜증나네요.. 이정도로 얇게 할 필요가 있었을지..그래도 이쁘니깐 봐줍니다. -0- ;,,2024.01.02 22:21,,,2,640,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,"키알못입니다.큐텐에서 치화 상옵 구매했습니다.기존 m1w 쓰는 중이었는데 명성이 자자해서 ....ㅎ왜 명성이 자자한지는 바로 알게되었네요 ㅎ스테빌 보정 안해도 될만큼 깔끔하고, 타건감이나 타건음 등  한 수 위가 맞네요 !현재로서는 따로 커스텀 안해도 될거 같은데 나중에 폼이나 기보강 등 바꿔보기도 하지 않을까 싶습니다.중옵 스위치는 안써봤지만 상옵 스위치도 좋은거 같습니다.로우까지는 아니고 미들피치 정도 되는거 같습니다. 확실히 워블은 쪼금 있는거 같습니다.나중에 미드나잇이나 다른 로우피치 스위치 갈이도 해봐야 겠네요ㅎㅎ",,2023.12.30 00:12,,,15,2084,,
https://quasarzone.com/groupSearches?keyword=레이니75,퀘이사존,요즘 인기가 많아서 저도 오랜만에 새로운 키보드를 구매했습니다25일 결제했는데 통관이 운좋게 어제 되어서 오늘 수령했어요상옵으로 구매했는데 중옵으로 와서 차액 환불 받고 그냥 사용하기로 했습니다예전만 해도 기성품 알루20~30 했는데정말 가격도 많이 내려오고 품질도 많이 좋아졌단걸 새삼스레 느끼네요처음 접했던 풀알루 키보드가 2017년 아이오매니아에서 정발한 IKBC MF87이였는데그후로 아콘 FX CX DX... AR87 블랙펄 다양한 제품도 많이 나왔지만레이니 이건 유튜브 타건으로 들리는 소리가 포장만 뜯으면 똑같이 나오네요이전에 사용해봤던 기성품 알루들은 기둥을 제거하거나 테이핑을 하거나 등분해하고 마개조 작업을 좀 해야했는데순정으로 사용하기 정말 괜찮아서 키보드 입문으로 추천하기 좋은 제품 같습니다1/2 큐텐 재입고 된다고 들었는데 관심은 있으셨다면 한번 찍먹해보시는걸 추천드려요,,2023.12.30 21:04,,,10,643,,
